id,label
1231,3
1232,4
1233,1
1234,3
1235,1
1236,0
1237,4
1238,1
1239,4
1240,2
1241,2
1242,2
1243,4
1244,4
1245,3
1246,3
1247,0
1248,3
1249,0
1250,4
1251,1
1252,3
1253,0
1254,4
1255,1
1256,4
1257,2
1258,3
1259,4
1260,4
1261,4
1262,4
1263,0
1264,3
1265,4
1266,2
1267,3
1268,4
1269,1
1270,4
1271,4
1272,4
1273,2
1274,1
1275,0
1276,4
1277,4
1278,4
1279,3
1280,0
1281,3
1282,3
1283,4
1284,0
1285,2
1286,3
1287,4
1288,3
1289,3
1290,3
1291,3
1292,4
1293,1
1294,3
1295,3
1296,4
1297,1
1298,1
1299,2
1300,0
1301,1
1302,3
1303,4
1304,0
1305,2
1306,1
1307,3
1308,0
1309,3
1310,0
1311,4
1312,4
1313,4
1314,2
1315,0
1316,0
1317,0
1318,0
1319,0
1320,1
1321,0
1322,1
1323,4
1324,0
1325,2
1326,0
1327,3
1328,0
1329,1
1330,3
1331,1
1332,3
1333,4
1334,4
1335,3
1336,2
1337,0
1338,3
1339,3
1340,0
1341,3
1342,4
1343,0
1344,4
1345,4
1346,1
1347,2
1348,1
1349,2
1350,3
1351,0
1352,1
1353,0
1354,0
1355,1
1356,4
1357,2
1358,4
1359,0
1360,3
1361,1
1362,0
1363,2
1364,3
1365,3
1366,3
1367,0
1368,2
1369,1
1370,3
1371,3
1372,2
1373,3
1374,3
1375,1
1376,1
1377,3
1378,4
1379,3
1380,0
1381,1
1382,1
1383,0
1384,0
1385,4
1386,3
1387,0
1388,4
1389,2
1390,0
1391,3
1392,1
1393,0
1394,4
1395,4
1396,3
1397,4
1398,3
1399,3
1400,4
1401,1
1402,1
1403,2
1404,1
1405,4
1406,3
1407,4
1408,0
1409,0
1410,3
1411,3
1412,0
1413,4
1414,0
1415,0
1416,2
1417,0
1418,4
1419,3
1420,2
1421,0
1422,2
1423,0
1424,2
1425,4
1426,1
1427,3
1428,1
1429,4
1430,4
1431,1
1432,1
1433,3
1434,1
1435,3
1436,1
1437,0
1438,1
1439,1
1440,0
1441,2
1442,3
1443,4
1444,3
1445,2
1446,0
1447,2
1448,4
1449,1
1450,4
1451,2
1452,0
1453,1
1454,2
1455,0
1456,3
1457,3
1458,0
1459,4
1460,3
1461,1
1462,2
1463,0
1464,0
1465,0
1466,3
1467,3
1468,3
1469,4
1470,1
1471,4
1472,0
1473,0
1474,4
1475,2
1476,0
1477,3
1478,0
1479,2
1480,0
1481,0
1482,3
1483,2
1484,1
1485,4
1486,3
1487,3
1488,3
1489,1
1490,1
1491,4
1492,1
1493,4
1494,4
1495,0
1496,1
1497,0
1498,2
1499,4
1500,1
1501,0
1502,0
1503,4
1504,3
1505,0
1506,2
1507,4
1508,4
1509,4
1510,0
1511,3
1512,1
1513,4
1514,2
1515,1
1516,3
1517,4
1518,4
1519,4
1520,1
1521,1
1522,0
1523,1
1524,4
1525,0
1526,3
1527,3
1528,1
1529,4
1530,2
1531,3
1532,1
1533,2
1534,0
1535,1
1536,4
1537,3
1538,2
1539,3
1540,2
1541,3
1542,0
1543,3
1544,1
1545,1
1546,4
1547,2
1548,2
1549,2
1550,4
1551,4
1552,1
1553,2
1554,4
1555,0
1556,2
1557,4
1558,0
1559,2
1560,0
1561,4
1562,3
1563,0
1564,1
1565,0
1566,3
1567,4
1568,2
1569,3
1570,0
1571,1
1572,1
1573,4
1574,3
1575,0
1576,0
1577,4
1578,3
1579,1
1580,4
1581,3
1582,1
1583,0
1584,1
1585,1
1586,1
1587,2
1588,4
1589,0
1590,4
1591,3
1592,4
1593,3
1594,1
1595,0
1596,1
1597,3
1598,4
1599,3
1600,0
1601,3
1602,3
1603,1
1604,2
1605,0
1606,1
1607,3
1608,0
1609,1
1610,4
1611,0
1612,0
1613,2
1614,3
1615,2
1616,2
1617,4
1618,1
1619,3
1620,1
1621,1
1622,2
1623,3
1624,4
1625,0
1626,1
1627,0
1628,2
1629,2
1630,3
1631,1
1632,1
1633,1
1634,4
1635,1
1636,1
1637,4
1638,1
1639,0
1640,4
1641,0
1642,3
1643,4
1644,4
1645,0
1646,2
1647,3
1648,1
1649,0
1650,4
1651,0
1652,4
1653,1
1654,1
1655,4
1656,3
1657,2
1658,2
1659,4
1660,4
1661,4
1662,1
1663,0
1664,3
1665,4
1666,0
1667,4
1668,4
1669,3
1670,3
1671,1
1672,4
1673,0
1674,0
1675,4
1676,1
1677,0
1678,3
1679,0
1680,1
1681,0
1682,1
1683,3
1684,2
1685,0
1686,0
1687,4
1688,0
1689,1
1690,2
1691,2
1692,1
1693,2
1694,4
1695,0
1696,3
1697,4
1698,1
1699,0
1700,1
1701,0
1702,3
1703,4
1704,3
1705,0
1706,0
1707,3
1708,4
1709,1
1710,3
1711,1
1712,4
1713,4
1714,3
1715,0
1716,1
1717,3
1718,3
1719,0
1720,1
1721,0
1722,4
1723,3
1724,1
1725,3
1726,0
1727,4
1728,1
1729,2
1730,3
1731,3
1732,1
1733,3
1734,3
1735,0
1736,3
1737,1
1738,4
1739,1
1740,1
1741,2
1742,0
1743,1
1744,2
1745,1
1746,0
1747,4
1748,1
1749,0
1750,4
1751,2
1752,4
1753,1
1754,4
1755,1
1756,0
1757,4
1758,2
1759,1
1760,1
1761,3
1762,3
1763,0
1764,2
1765,2
1766,4
1767,4
1768,4
1769,4
1770,0
1771,3
1772,1
1773,0
1774,1
1775,1
1776,2
1777,4
1778,0
1779,1
1780,3
1781,3
1782,1
1783,2
1784,4
1785,4
1786,4
1787,4
1788,3
1789,2
1790,0
1791,0
1792,2
1793,4
1794,0
1795,4
1796,0
1797,0
1798,2
1799,4
1800,1
1801,1
1802,0
1803,4
1804,3
1805,4
1806,4
1807,1
1808,1
1809,4
1810,1
1811,2
1812,3
1813,0
1814,1
1815,4
1816,0
1817,0
1818,4
1819,0
1820,1
1821,3
1822,4
1823,0
1824,3
1825,0
1826,4
1827,2
1828,1
1829,1
1830,3
1831,3
1832,4
1833,0
1834,1
1835,4
1836,1
1837,3
1838,0
1839,0
1840,2
1841,2
1842,0
1843,0
1844,0
1845,3
1846,1
1847,0
1848,0
1849,3
1850,3
1851,4
1852,1
1853,2
1854,2
1855,4
1856,3
1857,4
1858,4
1859,3
1860,3
1861,1
1862,4
1863,1
1864,0
1865,4
1866,1
1867,1
1868,0
1869,2
1870,0
1871,0
1872,0
1873,0
1874,0
1875,4
1876,1
1877,3
1878,1
1879,1
1880,1
1881,2
1882,2
1883,3
1884,0
1885,0
1886,1
1887,0
1888,1
1889,0
1890,4
1891,3
1892,1
1893,2
1894,4
1895,0
1896,3
1897,1
1898,2
1899,4
1900,1
1901,0
1902,1
1903,3
1904,3
1905,3
1906,2
1907,0
1908,1
1909,0
1910,2
1911,4
1912,4
1913,1
1914,2
1915,4
1916,1
1917,3
1918,3
1919,0
1920,2
1921,1
1922,3
1923,0
1924,2
1925,1
1926,3
1927,0
1928,0
1929,4
1930,0
1931,1
1932,4
1933,4
1934,3
1935,4
1936,4
1937,4
1938,0
1939,4
1940,4
1941,1
1942,3
1943,3
1944,3
1945,4
1946,1
1947,2
1948,1
1949,2
1950,4
1951,2
1952,0
1953,4
1954,4
1955,3
1956,0
1957,3
1958,1
1959,2
1960,3
1961,4
1962,3
1963,3
1964,0
1965,1
1966,1
1967,3
1968,4
1969,0
1970,1
1971,4
1972,3
1973,2
1974,4
1975,3
1976,3
1977,0
1978,1
1979,0
1980,3
1981,0
1982,4
1983,4
1984,0
1985,3
1986,3
1987,4
1988,3
1989,0
1990,2
1991,0
1992,4
1993,4
1994,4
1995,4
1996,3
1997,3
1998,2
1999,3
2000,1
2001,1
2002,3
2003,1
2004,3
2005,3
2006,1
2007,1
2008,4
2009,0
2010,2
2011,1
2012,4
2013,0
2014,1
2015,4
2016,0
2017,2
2018,2
2019,2
2020,3
2021,3
2022,0
2023,2
2024,4
2025,2
2026,3
2027,1
2028,0
2029,1
2030,1
2031,1
2032,0
2033,3
2034,2
2035,0
2036,0
2037,0
2038,1
2039,2
2040,3
2041,2
2042,3
2043,1
2044,4
2045,4
2046,4
2047,0
2048,0
2049,3
2050,1
2051,4
2052,4
2053,1
2054,0
2055,4
2056,1
2057,4
2058,2
2059,3
2060,3
2061,2
2062,1
2063,1
2064,3
2065,4
2066,4
2067,0
2068,1
2069,1
2070,2
2071,1
2072,3
2073,3
2074,3
2075,0
2076,1
2077,0
2078,4
2079,3
2080,3
2081,4
2082,0
2083,1
2084,0
2085,3
2086,0
2087,2
2088,2
2089,0
2090,1
2091,1
2092,2
2093,2
2094,0
2095,4
2096,0
2097,1
2098,0
2099,4
2100,2
2101,3
2102,0
2103,1
2104,0
2105,0
2106,2
2107,4
2108,1
2109,4
2110,4
2111,1
2112,3
2113,4
2114,2
2115,1
2116,0
2117,1
2118,0
2119,1
2120,1
2121,3
2122,1
2123,0
2124,3
2125,2
2126,0
2127,0
2128,2
2129,4
2130,1
2131,3
2132,4
2133,0
2134,2
2135,3
2136,3
2137,1
2138,0
2139,4
2140,3
2141,2
2142,3
2143,2
2144,4
2145,1
2146,4
2147,3
2148,4
2149,3
2150,4
2151,0
2152,3
2153,2
2154,2
2155,2
2156,0
2157,3
2158,4
2159,2
2160,0
2161,3
2162,0
2163,3
2164,2
2165,4
2166,4
2167,3
2168,3
2169,3
2170,4
2171,4
2172,0
2173,0
2174,4
2175,3
2176,4
2177,4
2178,0
2179,1
2180,3
2181,2
2182,4
2183,0
2184,3
2185,3
2186,1
2187,2
2188,1
2189,4
2190,3
2191,4
2192,3
2193,3
2194,2
2195,0
2196,0
2197,4
2198,4
2199,2
2200,0
2201,2
2202,1
2203,2
2204,0
2205,2
2206,0
2207,1
2208,1
2209,2
2210,4
2211,3
2212,3
2213,4
2214,0
2215,3
2216,1
2217,4
2218,0
2219,0
2220,1
2221,2
2222,0
2223,1
2224,3
2225,0
2226,0
2227,4
2228,2
2229,1
2230,1
2231,0
2232,1
2233,2
2234,1
2235,0
2236,1
2237,3
2238,1
2239,0
2240,4
2241,1
2242,3
2243,1
2244,0
2245,2
2246,1
2247,1
2248,1
2249,0
2250,0
2251,2
2252,3
2253,1
2254,3
2255,0
2256,0
2257,1
2258,1
2259,1
2260,1
2261,2
2262,2
2263,0
2264,4
2265,0
2266,4
2267,2
2268,2
2269,4
2270,3
2271,1
2272,2
2273,1
2274,3
2275,1
2276,4
2277,0
2278,0
2279,4
2280,2
2281,0
2282,4
2283,3
2284,0
2285,3
2286,0
2287,2
2288,2
2289,1
2290,0
2291,3
2292,0
2293,1
2294,4
2295,2
2296,3
2297,1
2298,3
2299,1
2300,0
2301,1
2302,0
2303,4
2304,2
2305,3
2306,1
2307,1
2308,3
2309,0
2310,0
2311,3
2312,1
2313,2
2314,0
2315,1
2316,2
2317,3
2318,0
2319,2
2320,0
2321,3
2322,3
2323,2
2324,2
2325,4
2326,2
2327,3
2328,1
2329,4
2330,0
2331,2
2332,1
2333,0
2334,2
2335,3
2336,2
2337,1
2338,2
2339,4
2340,3
2341,3
2342,4
2343,1
2344,0
2345,3
2346,1
2347,0
2348,3
2349,0
2350,3
2351,4
2352,1
2353,1
2354,4
2355,3
2356,1
2357,1
2358,4
2359,0
2360,4
2361,1
2362,0
2363,4
2364,1
2365,4
2366,3
2367,0
2368,4
2369,4
2370,1
2371,3
2372,3
2373,4
2374,4
2375,0
2376,4
2377,3
2378,0
2379,3
2380,0
2381,4
2382,4
2383,4
2384,1
2385,0
2386,4
2387,2
2388,0
2389,2
2390,2
2391,3
2392,2
2393,1
2394,0
2395,4
2396,1
2397,1
2398,2
2399,4
2400,2
2401,4
2402,2
2403,4
2404,0
2405,2
2406,2
2407,2
2408,3
2409,1
2410,4
2411,0
2412,0
2413,2
2414,0
2415,0
2416,4
2417,4
2418,1
2419,4
2420,3
2421,3
2422,3
2423,1
2424,0
2425,3
2426,1
2427,3
2428,0
2429,3
2430,3
2431,4
2432,2
2433,0
2434,1
2435,4
2436,1
2437,2
2438,1
2439,1
2440,3
2441,3
2442,1
2443,0
2444,2
2445,0
2446,1
2447,2
2448,0
2449,4
2450,3
2451,4
2452,4
2453,3
2454,0
2455,4
2456,2
2457,0
2458,3
2459,1
2460,4
2461,4
2462,3
2463,2
2464,0
2465,4
2466,3
2467,1
2468,3
2469,3
2470,2
2471,1
2472,3
2473,3
2474,0
2475,4
2476,3
2477,2
2478,3
2479,4
2480,2
2481,4
2482,0
2483,2
2484,2
2485,4
2486,3
2487,3
2488,0
2489,0
2490,3
2491,3
2492,3
2493,4
2494,4
2495,1
2496,4
2497,0
2498,2
2499,1
2500,0
2501,3
2502,0
2503,0
2504,3
2505,3
2506,0
2507,3
2508,3
2509,4
2510,2
2511,2
2512,1
2513,4
2514,1
2515,2
2516,3
2517,0
2518,0
2519,0
2520,3
2521,4
2522,4
2523,3
2524,1
2525,2
2526,2
2527,1
2528,0
2529,4
2530,2
2531,0
2532,1
2533,4
2534,0
2535,2
2536,2
2537,0
2538,4
2539,3
2540,2
2541,2
2542,4
2543,3
2544,1
2545,2
2546,3
2547,0
2548,4
2549,2
2550,0
2551,4
2552,0
2553,4
2554,4
2555,0
2556,4
2557,0
2558,1
2559,0
2560,4
2561,3
2562,3
2563,0
2564,4
2565,4
2566,3
2567,1
2568,3
2569,0
2570,4
2571,1
2572,2
2573,4
2574,4
2575,1
2576,1
2577,4
2578,1
2579,2
2580,1
2581,0
2582,0
2583,2
2584,3
2585,4
2586,4
2587,4
2588,2
2589,4
2590,2
2591,3
2592,0
2593,4
2594,3
2595,3
2596,1
2597,3
2598,3
2599,0
2600,3
2601,4
2602,0
2603,2
2604,3
2605,3
2606,4
2607,0
2608,1
2609,0
2610,3
2611,2
2612,4
2613,3
2614,2
2615,2
2616,3
2617,0
2618,1
2619,4
2620,2
2621,4
2622,4
2623,4
2624,3
2625,0
2626,3
2627,3
2628,4
2629,2
2630,0
2631,4
2632,3
2633,4
2634,0
2635,4
2636,0
2637,1
2638,1
2639,4
2640,4
2641,4
2642,0
2643,2
2644,2
2645,0
2646,1
2647,3
2648,4
2649,3
2650,4
2651,0
2652,3
2653,3
2654,3
2655,4
2656,1
2657,0
2658,3
2659,2
2660,0
2661,0
2662,2
2663,0
2664,4
2665,3
2666,4
2667,2
2668,4
2669,4
2670,0
2671,3
2672,0
2673,1
2674,4
2675,0
2676,4
2677,3
2678,3
2679,0
2680,4
2681,3
2682,2
2683,4
2684,0
2685,0
2686,2
2687,4
2688,2
2689,3
2690,3
2691,2
2692,1
2693,2
2694,1
2695,1
2696,1
2697,0
2698,4
2699,2
2700,2
2701,4
2702,2
2703,0
2704,0
2705,0
2706,2
2707,4
2708,1
2709,1
2710,3
2711,2
2712,0
2713,4
2714,1
2715,0
2716,4
2717,1
2718,3
2719,3
2720,0
2721,4
2722,3
2723,4
2724,0
2725,0
2726,3
2727,0
2728,4
2729,4
2730,3
2731,4
2732,3
2733,3
2734,3
2735,4
2736,2
2737,1
2738,3
2739,1
2740,2
2741,3
2742,4
2743,0
2744,1
2745,1
2746,3
2747,4
2748,2
2749,2
2750,0
2751,0
2752,0
2753,3
2754,0
2755,4
2756,0
2757,3
2758,0
2759,2
2760,4
2761,3
2762,3
2763,0
2764,2
2765,3
2766,3
2767,2
2768,2
2769,0
2770,3
2771,1
2772,4
2773,1
2774,3
2775,2
2776,0
2777,1
2778,4
2779,3
2780,4
2781,2
2782,4
2783,1
2784,0
2785,1
2786,0
2787,0
2788,2
2789,4
2790,4
2791,2
2792,4
2793,0
2794,4
2795,2
2796,0
2797,1
2798,3
2799,1
2800,1
2801,2
2802,3
2803,1
2804,1
2805,2
2806,4
2807,4
2808,0
2809,4
2810,2
2811,4
2812,1
2813,4
2814,1
2815,0
2816,3
2817,0
2818,1
2819,3
2820,1
2821,2
2822,0
2823,1
2824,4
2825,2
2826,1
2827,4
2828,4
2829,2
2830,4
2831,1
2832,0
2833,1
2834,4
2835,4
2836,4
2837,4
2838,3
2839,0
2840,3
2841,4
2842,4
2843,1
2844,3
2845,0
2846,2
2847,0
2848,0
2849,0
2850,0
2851,3
2852,3
2853,2
2854,3
2855,1
2856,0
2857,0
2858,0
2859,0
2860,3
2861,3
2862,2
2863,0
2864,0
2865,1
2866,1
2867,2
2868,2
2869,1
2870,3
2871,0
2872,4
2873,2
2874,4
2875,4
2876,2
2877,0
2878,1
2879,4
2880,3
2881,1
2882,0
2883,3
2884,4
2885,3
2886,3
2887,1
2888,1
2889,2
2890,3
2891,0
2892,4
2893,0
2894,3
2895,4
2896,2
2897,3
2898,2
2899,4
2900,3
2901,2
2902,4
2903,1
2904,3
2905,0
2906,3
2907,0
2908,0
2909,1
2910,4
2911,3
2912,4
2913,0
2914,4
2915,0
2916,3
2917,3
2918,1
2919,1
2920,3
2921,0
2922,0
2923,2
2924,1
2925,0
2926,1
2927,4
2928,3
2929,0
2930,2
2931,3
2932,2
2933,3
2934,4
2935,2
2936,2
2937,4
2938,2
2939,1
2940,2
2941,2
2942,1
2943,4
2944,1
2945,3
2946,4
2947,3
2948,0
2949,1
2950,2
2951,4
2952,4
2953,1
2954,0
2955,1
2956,4
2957,1
2958,3
2959,3
2960,1
2961,1
2962,3
2963,4
2964,0
2965,1
2966,4
2967,0
2968,1
2969,0
2970,4
2971,3
2972,4
2973,2
2974,3
2975,2
2976,0
2977,3
2978,4
2979,1
2980,1
2981,0
2982,2
2983,2
2984,2
2985,4
2986,1
2987,1
2988,4
2989,0
2990,0
2991,4
2992,4
2993,0
2994,4
2995,3
2996,4
2997,4
